email_id,subject_label,predicate,object_label,evidence_sentence,subject_type,object_type,source_type
e453,Working_Draft_Scenarios,hasAuthor,Dr. Ananya Chatterjee,I have thoroughly reviewed the latest “Working_Draft_Scenarios” in the shared folder and appreciate the inclusion of both Stanford’s and Oxford’s compliance perspectives.,Paper,Person,Qwen32b
e453,Working_Draft_Scenarios,hasAuthor,Dr. Michael Bradley,I have thoroughly reviewed the latest “Working_Draft_Scenarios” in the shared folder and appreciate the inclusion of both Stanford’s and Oxford’s compliance perspectives.,Paper,Person,Qwen32b
e453,Working_Draft_Scenarios,hasAuthor,Prof. Ramesh Bhatia,I have thoroughly reviewed the latest “Working_Draft_Scenarios” in the shared folder and appreciate the inclusion of both Stanford’s and Oxford’s compliance perspectives.,Paper,Person,Qwen32b
e453,Sunita Sen,worksOn,supplement section on early access requests,"From the IACS standpoint, I suggest we supplement the section on early access requests with a note regarding India’s “Right to Information” (RTI) provisions as they occasionally generate external outreach in research collaborations, especially for data sourced from national archives.",Person,Task,Qwen32b
e453,Prof. Ramesh Bhatia,worksOn,supplement section on early access requests,"From the IACS standpoint, I suggest we supplement the section on early access requests with a note regarding India’s “Right to Information” (RTI) provisions as they occasionally generate external outreach in research collaborations, especially for data sourced from national archives.",Person,Task,Qwen32b
e453,Sunita Sen,worksOn,rapid English-to-Hindi translation of key compliance messages,for scenarios involving regional press escalation—particularly during major conferences like JCDL 2022—I recommend a protocol for rapid English-to-Hindi translation of key compliance messages.,Person,Task,Qwen32b
e453,Prof. Ramesh Bhatia,worksOn,rapid English-to-Hindi translation of key compliance messages,for scenarios involving regional press escalation—particularly during major conferences like JCDL 2022—I recommend a protocol for rapid English-to-Hindi translation of key compliance messages.,Person,Task,Qwen32b
e453,Sunita Sen,worksOn,compile the consolidated annex,"If everyone agrees, I am happy to compile the consolidated annex and circulate a unified draft by 29 October for final team review and sign-off.",Person,Task,Qwen32b
e453,Prof. Ramesh Bhatia,worksOn,compile the consolidated annex,"If everyone agrees, I am happy to compile the consolidated annex and circulate a unified draft by 29 October for final team review and sign-off.",Person,Task,Qwen32b
e963,Sunita Sen,worksOn,organizing and circulating the proposed agenda and provisional Google Meet link,"Thank you, Sunita, for organizing and circulating the proposed agenda and provisional Google Meet link for today's Section 4.2 collaborative drafting session.",Person,Task,Qwen32b
e963,Dr. Michael Bradley,worksOn,annotating the comparative legal matrix with newly integrated rows corresponding to the National Library of Israel's protocols,I've further annotated the comparative legal matrix with newly integrated rows corresponding to the National Library of Israel's protocols,Person,Task,Qwen32b
e963,Dr. Michael Bradley,worksOn,high-level alignment of terminology and structural flow,I suggest we open with a high-level alignment of terminology and structural flow,Person,Task,Qwen32b
e963,Dr. Michael Bradley,worksOn,document-level revisions,before diving into document-level revisions,Person,Task,Qwen32b
e963,Dr. Michael Bradley,worksOn,assigning a short list of split tasks for compliance appendix revisions and pending bibliography entries,"Following this, I propose we assign a short list of split tasks for compliance appendix revisions and pending bibliography entries",Person,Task,Qwen32b
e963,Prof. Ramesh Bhatia,worksOn,annotating legal divergences within the matrix,"Ramesh, your offer to annotate legal divergences within the matrix is well-timed",Person,Task,Qwen32b
e963,Sunita Sen,worksOn,creating a 'track changes' document,"Sunita, a ‘track changes’ document would be invaluable",Person,Task,Qwen32b
e963,Dr. Michael Bradley,attends,Section 4.2 collaborative drafting session,I'm confirming my availability for the 14:30 IST start time and the use of Google Meet,Person,Meeting,Qwen32b
e963,Sunita Sen,attends,Section 4.2 collaborative drafting session,"Thank you, Sunita, for organizing and circulating the proposed agenda and provisional Google Meet link for today's Section 4.2 collaborative drafting session.",Person,Meeting,Qwen32b
e963,Prof. Ramesh Bhatia,attends,Section 4.2 collaborative drafting session,"Thank you, Sunita, for organizing and circulating the proposed agenda and provisional Google Meet link for today's Section 4.2 collaborative drafting session.",Person,Meeting,Qwen32b
e963,Ananya Chatterjee,attends,Section 4.2 collaborative drafting session,"Thank you, Sunita, for organizing and circulating the proposed agenda and provisional Google Meet link for today's Section 4.2 collaborative drafting session.",Person,Meeting,Qwen32b
e982,Consolidated Manuscript Structure,hasAuthor,Sunita Sen,"Thank you, Michael, for promptly sharing your expanded draft of the annotation metadata section and the glossary proposal.",Paper,Person,Qwen32b
e982,Consolidated Manuscript Structure,hasAuthor,Prof. Ramesh Bhatia,"Ramesh, your comments on integration and terminology have been very helpful as I began aligning the ongoing drafts for the consolidated manuscript structure.",Paper,Person,Qwen32b
e982,Consolidated Manuscript Structure,hasAuthor,Dr. Ananya Chatterjee,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Paper,Person,Qwen32b
e982,Sunita Sen,worksOn,review the latest tracked changes and glossary entries,I propose we each review the latest tracked changes and glossary entries by the evening of March 16,Person,Task,Qwen32b
e982,Prof. Ramesh Bhatia,worksOn,review the latest tracked changes and glossary entries,I propose we each review the latest tracked changes and glossary entries by the evening of March 16,Person,Task,Qwen32b
e982,Dr. Ananya Chatterjee,worksOn,review the latest tracked changes and glossary entries,I propose we each review the latest tracked changes and glossary entries by the evening of March 16,Person,Task,Qwen32b
e982,Sunita Sen,worksOn,group review,so our March 17 group review can be as productive as possible,Person,Task,Qwen32b
e982,Prof. Ramesh Bhatia,worksOn,group review,so our March 17 group review can be as productive as possible,Person,Task,Qwen32b
e982,Dr. Ananya Chatterjee,worksOn,group review,so our March 17 group review can be as productive as possible,Person,Task,Qwen32b
e982,Sunita Sen,worksOn,draft sample response text,I will draft sample response text for both the compliance and metadata reviewer queries and circulate it by the 15th.,Person,Task,Qwen32b
e982,Sunita Sen,worksOn,integration deadline,In preparation for our March 18 integration deadline,Person,Task,Qwen32b
e982,Prof. Ramesh Bhatia,worksOn,integration deadline,In preparation for our March 18 integration deadline,Person,Task,Qwen32b
e982,Dr. Ananya Chatterjee,worksOn,integration deadline,In preparation for our March 18 integration deadline,Person,Task,Qwen32b
e982,Sunita Sen,worksOn,Chilean dataset,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Dataset,Qwen32b
e982,Dr. Ananya Chatterjee,worksOn,Chilean dataset,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Dataset,Qwen32b
e982,Sunita Sen,worksWith,consent revalidation,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Method,Qwen32b
e982,Dr. Ananya Chatterjee,worksWith,consent revalidation,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Method,Qwen32b
e982,Sunita Sen,worksWith,archival authority,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Method,Qwen32b
e982,Dr. Ananya Chatterjee,worksWith,archival authority,"Ananya, I have isolated the specific feedback regarding “consent revalidation” and the need to clarify archival authority within the Chilean dataset workflow.",Person,Method,Qwen32b
e982,cross-sectional consistency,evaluates,review the latest tracked changes and glossary entries,The glossary is particularly helpful for achieving cross-sectional consistency and will be invaluable for the response letter.,Metric,Task,Qwen32b
e982,Sunita Sen,attends,group review,so our March 17 group review can be as productive as possible,Person,Meeting,Qwen32b
e982,Prof. Ramesh Bhatia,attends,group review,so our March 17 group review can be as productive as possible,Person,Meeting,Qwen32b
e982,Dr. Ananya Chatterjee,attends,group review,so our March 17 group review can be as productive as possible,Person,Meeting,Qwen32b
e787,JOCCH revision,hasAuthor,Sunita Sen,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Paper,Person,Qwen32b
e787,JOCCH revision,hasAuthor,Dr. Michael Bradley,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Paper,Person,Qwen32b
e787,JOCCH revision,hasAuthor,Prof. Ramesh Bhatia,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Paper,Person,Qwen32b
e787,JOCCH revision,hasAuthor,Dr. Ananya Chatterjee,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Paper,Person,Qwen32b
e787,Cohen’s kappa,evaluates,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Metric,Task,Qwen32b
e787,F1,evaluates,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Metric,Task,Qwen32b
e787,Krippendorff’s alpha,evaluates,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Metric,Task,Qwen32b
e787,Indian Newspapers corpus,usedFor,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Dataset,Task,Qwen32b
e787,British Colonial Proceedings,usedFor,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Dataset,Task,Qwen32b
e787,US Immigration Letters,usedFor,update JOCCH revision,"Main Table: Includes Cohen’s kappa, F1, and Krippendorff’s alpha across annotation batches (Indian Newspapers corpus, British Colonial Proceedings, US Immigration Letters).",Dataset,Task,Qwen32b
e787,Sunita Sen,worksOn,update JOCCH revision,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Person,Task,Qwen32b
e787,Dr. Michael Bradley,worksOn,update JOCCH revision,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Person,Task,Qwen32b
e787,Prof. Ramesh Bhatia,worksOn,update JOCCH revision,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Person,Task,Qwen32b
e787,Dr. Ananya Chatterjee,worksOn,update JOCCH revision,"As agreed, I am sharing my updated materials for the JOCCH revision, with focused attention to points raised in our last meeting and in the reviewer feedback.",Person,Task,Qwen32b
e787,Sunita Sen,worksOn,review Regional Data Licensing Addendum,"Please review and suggest enhancements if needed, especially any UK/US institutional language that might improve overall clarity and harmonization for JOCCH readers.",Person,Task,Qwen32b
e787,Dr. Michael Bradley,worksOn,review Regional Data Licensing Addendum,"Please review and suggest enhancements if needed, especially any UK/US institutional language that might improve overall clarity and harmonization for JOCCH readers.",Person,Task,Qwen32b
e787,Prof. Ramesh Bhatia,worksOn,review Regional Data Licensing Addendum,"Please review and suggest enhancements if needed, especially any UK/US institutional language that might improve overall clarity and harmonization for JOCCH readers.",Person,Task,Qwen32b
e787,Dr. Ananya Chatterjee,worksOn,review Regional Data Licensing Addendum,"Please review and suggest enhancements if needed, especially any UK/US institutional language that might improve overall clarity and harmonization for JOCCH readers.",Person,Task,Qwen32b
e787,Sunita Sen,worksOn,confirm sections and harmonize tables,once Michael and Ananya have confirmed their sections and all tables are harmonized,Person,Task,Qwen32b
e787,Dr. Michael Bradley,worksOn,confirm sections and harmonize tables,once Michael and Ananya have confirmed their sections and all tables are harmonized,Person,Task,Qwen32b
e787,Dr. Ananya Chatterjee,worksOn,confirm sections and harmonize tables,once Michael and Ananya have confirmed their sections and all tables are harmonized,Person,Task,Qwen32b
e942,JOCCH major revision,hasAuthor,Sunita Sen,"Thank you, Sunita, for summarizing the meeting minutes so accurately and for driving our timeline for the JOCCH major revision.",Paper,Person,Qwen32b
e942,JOCCH major revision,hasAuthor,Ananya Chatterjee,"Thank you, Sunita, for summarizing the meeting minutes so accurately and for driving our timeline for the JOCCH major revision.",Paper,Person,Qwen32b
e942,JOCCH major revision,hasAuthor,Dr. Michael Bradley,"Thank you, Sunita, for summarizing the meeting minutes so accurately and for driving our timeline for the JOCCH major revision.",Paper,Person,Qwen32b
e942,JOCCH major revision,hasAuthor,Prof. Ramesh Bhatia,"Thank you, Sunita, for summarizing the meeting minutes so accurately and for driving our timeline for the JOCCH major revision.",Paper,Person,Qwen32b
e942,Prof. Ramesh Bhatia,worksOn,upload protocol matrix,Upload protocol matrix by 5 November.,Person,Task,Qwen32b
e942,Prof. Ramesh Bhatia,worksOn,circulate legal footnotes and summary text,Circulate concise legal footnotes and summary text to Sunita and Ananya for integration/review by 8 November.,Person,Task,Qwen32b
e942,Prof. Ramesh Bhatia,worksOn,coordinate with Ananya for final visual layout,Coordinate with Ananya next week for the final visual layout of the legal comparative table.,Person,Task,Qwen32b
e942,Sunita Sen,worksOn,circulate legal footnotes and summary text,Circulate concise legal footnotes and summary text to Sunita and Ananya for integration/review by 8 November.,Person,Task,Qwen32b
e942,Ananya Chatterjee,worksOn,circulate legal footnotes and summary text,Circulate concise legal footnotes and summary text to Sunita and Ananya for integration/review by 8 November.,Person,Task,Qwen32b
e942,Ananya Chatterjee,worksOn,coordinate with Ananya for final visual layout,Coordinate with Ananya next week for the final visual layout of the legal comparative table.,Person,Task,Qwen32b
e942,Sunita Sen,worksWith,corpus methodology and annotation guidance,"As discussed, I wanted to promptly follow up regarding the outstanding legal framework materials and clarify the relevant Data Protection Bill clauses for embedding in our corpus methodology and annotation guidance.",Person,Dataset,Qwen32b
e942,Ananya Chatterjee,worksWith,corpus methodology and annotation guidance,"As discussed, I wanted to promptly follow up regarding the outstanding legal framework materials and clarify the relevant Data Protection Bill clauses for embedding in our corpus methodology and annotation guidance.",Person,Dataset,Qwen32b
e942,Dr. Michael Bradley,worksWith,corpus methodology and annotation guidance,"As discussed, I wanted to promptly follow up regarding the outstanding legal framework materials and clarify the relevant Data Protection Bill clauses for embedding in our corpus methodology and annotation guidance.",Person,Dataset,Qwen32b
e942,Prof. Ramesh Bhatia,worksWith,corpus methodology and annotation guidance,"As discussed, I wanted to promptly follow up regarding the outstanding legal framework materials and clarify the relevant Data Protection Bill clauses for embedding in our corpus methodology and annotation guidance.",Person,Dataset,Qwen32b
e942,Data Protection Bill clauses,evaluates,corpus methodology and annotation guidance,This will feature: Side-by-side comparison of the latest amendments to the India Data Protection Bill (2022) with those from the EU and UK (esp. GDPR and local heritage exceptions).,Metric,Dataset,Qwen32b
e942,GDPR and local heritage exceptions,evaluates,corpus methodology and annotation guidance,This will feature: Side-by-side comparison of the latest amendments to the India Data Protection Bill (2022) with those from the EU and UK (esp. GDPR and local heritage exceptions).,Metric,Dataset,Qwen32b
e942,third-party historical data,evaluates,corpus methodology and annotation guidance,"Annotations on researcher responsibilities, particularly regarding third-party historical data, anonymization policies, and cross-regional archival consent.",Metric,Dataset,Qwen32b
e942,anonymization policies,evaluates,corpus methodology and annotation guidance,"Annotations on researcher responsibilities, particularly regarding third-party historical data, anonymization policies, and cross-regional archival consent.",Metric,Dataset,Qwen32b
e942,cross-regional archival consent,evaluates,corpus methodology and annotation guidance,"Annotations on researcher responsibilities, particularly regarding third-party historical data, anonymization policies, and cross-regional archival consent.",Metric,Dataset,Qwen32b
e942,explicit subject consent,evaluates,corpus methodology and annotation guidance,"Highlighted subclauses on annotation, focusing on sections (Sec. 37B & Sec. 45C) recently introduced, which pertain to explicit subject consent and retention for cultural datasets.",Metric,Dataset,Qwen32b
e942,retention for cultural datasets,evaluates,corpus methodology and annotation guidance,"Highlighted subclauses on annotation, focusing on sections (Sec. 37B & Sec. 45C) recently introduced, which pertain to explicit subject consent and retention for cultural datasets.",Metric,Dataset,Qwen32b
e786,Compliance Crosswalk Table,hasAuthor,Dr. Michael Bradley,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Paper,Person,Qwen32b
e786,Compliance Crosswalk Table,hasAuthor,Sunita Sen,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Paper,Person,Qwen32b
e786,Compliance Crosswalk Table,hasAuthor,Prof. Ramesh Bhatia,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Paper,Person,Qwen32b
e786,Compliance Crosswalk Table,hasAuthor,Dr. Ananya Chatterjee,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Paper,Person,Qwen32b
e786,Pilot Study Data Integration,hasAuthor,Dr. Michael Bradley,"Once I receive your summary statistics and plots, I will rerun our meta-analysis scripts to ensure complete incorporation in Section 4",Paper,Person,Qwen32b
e786,Pilot Study Data Integration,hasAuthor,Sunita Sen,"Once I receive your summary statistics and plots, I will rerun our meta-analysis scripts to ensure complete incorporation in Section 4",Paper,Person,Qwen32b
e786,Pilot Study Data Integration,hasAuthor,Prof. Ramesh Bhatia,"Once I receive your summary statistics and plots, I will rerun our meta-analysis scripts to ensure complete incorporation in Section 4",Paper,Person,Qwen32b
e786,Pilot Study Data Integration,hasAuthor,Dr. Ananya Chatterjee,"Once I receive your summary statistics and plots, I will rerun our meta-analysis scripts to ensure complete incorporation in Section 4",Paper,Person,Qwen32b
e786,Dr. Michael Bradley,worksOn,compliance workflow table preparation,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Person,Task,Qwen32b
e786,Sunita Sen,worksOn,compliance workflow table preparation,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Person,Task,Qwen32b
e786,Prof. Ramesh Bhatia,worksOn,compliance workflow table preparation,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Person,Task,Qwen32b
e786,Dr. Ananya Chatterjee,worksOn,compliance workflow table preparation,"I have prepared a draft matrix comparing the GDPR/IRB/HREC requirements at Oxford, IACS, and Stanford",Person,Task,Qwen32b
e786,Sunita Sen,worksOn,delivery of inter-annotator agreement tables,"Sunita, I appreciate your confirmation regarding the delivery of the new inter-annotator agreement tables by 17 October",Person,Task,Qwen32b
e786,Dr. Michael Bradley,worksOn,asynchronous review window,"I propose a brief, asynchronous review window (18–20 October)",Person,Task,Qwen32b
e786,Sunita Sen,worksOn,asynchronous review window,"I propose a brief, asynchronous review window (18–20 October)",Person,Task,Qwen32b
e786,Prof. Ramesh Bhatia,worksOn,asynchronous review window,"I propose a brief, asynchronous review window (18–20 October)",Person,Task,Qwen32b
e786,Dr. Ananya Chatterjee,worksOn,asynchronous review window,"I propose a brief, asynchronous review window (18–20 October)",Person,Task,Qwen32b
e786,Dr. Michael Bradley,worksOn,final draft of compliance and experimental sections,Final draft of compliance and experimental sections by 21 October,Person,Task,Qwen32b
e786,Sunita Sen,worksOn,final draft of compliance and experimental sections,Final draft of compliance and experimental sections by 21 October,Person,Task,Qwen32b
e786,Prof. Ramesh Bhatia,worksOn,final draft of compliance and experimental sections,Final draft of compliance and experimental sections by 21 October,Person,Task,Qwen32b
e786,Dr. Ananya Chatterjee,worksOn,final draft of compliance and experimental sections,Final draft of compliance and experimental sections by 21 October,Person,Task,Qwen32b
e786,Prof. Ramesh Bhatia,worksOn,style harmonization,All contributions funneled to Ramesh for style harmonization by 23 October,Person,Task,Qwen32b
e786,Dr. Michael Bradley,worksOn,master draft milestone,master draft milestone,Person,Task,Qwen32b
e786,Sunita Sen,worksOn,master draft milestone,master draft milestone,Person,Task,Qwen32b
e786,Prof. Ramesh Bhatia,worksOn,master draft milestone,master draft milestone,Person,Task,Qwen32b
e786,Dr. Ananya Chatterjee,worksOn,master draft milestone,master draft milestone,Person,Task,Qwen32b
e786,Sunita Sen,worksWith,inter-annotator agreement tables,"Sunita, I appreciate your confirmation regarding the delivery of the new inter-annotator agreement tables by 17 October",Person,Dataset,Qwen32b
e914,Dr. Ananya Chatterjee,worksOn,circulate tracked-changes edits and minor rewording suggestions for Section 2,Ananya will circulate tracked-changes edits and minor rewording suggestions for Section 2 by 17 September.,Person,Task,Qwen32b
e914,Dr. Michael Bradley,worksOn,"upload finalized workflow diagrams, annotated with 'pitfall nodes'","Michael (myself) to upload finalized workflow diagrams, annotated with 'pitfall nodes,' by 18 September.",Person,Task,Qwen32b
e914,Sunita Sen,worksOn,integrate references within the next draft,Sunita to integrate references within the next draft.,Person,Task,Qwen32b
e914,Dr. Michael Bradley,worksOn,set up Stanford Zoom registration and share meeting link and Google survey for Q&A theme crowdsourcing,Michael to set up Stanford Zoom registration and share meeting link and Google survey for Q&A theme crowdsourcing by 18 September.,Person,Task,Qwen32b
e914,Dr. Ananya Chatterjee,worksOn,review draft event flyer and pursue dissemination in Oxford/IACS DH mailing lists,"Ananya and Sunita to review draft event flyer and pursue dissemination in Oxford/IACS DH mailing lists, respectively.",Person,Task,Qwen32b
e914,Sunita Sen,worksOn,review draft event flyer and pursue dissemination in Oxford/IACS DH mailing lists,"Ananya and Sunita to review draft event flyer and pursue dissemination in Oxford/IACS DH mailing lists, respectively.",Person,Task,Qwen32b
e914,Sunita Sen,worksOn,complete internal review of full technical note draft,Complete internal review of full technical note draft by 22 September.,Person,Task,Qwen32b
e914,Dr. Ananya Chatterjee,worksOn,complete internal review of full technical note draft,Complete internal review of full technical note draft by 22 September.,Person,Task,Qwen32b
e914,Prof. Ramesh Bhatia,worksOn,complete internal review of full technical note draft,Complete internal review of full technical note draft by 22 September.,Person,Task,Qwen32b
e914,Dr. Michael Bradley,worksOn,"finalizing seminar logistics (registration, flyer, Q&A collection)","Seminar logistics (registration, flyer, Q&A collection) to be finalized by 19 September.",Person,Task,Qwen32b
e914,Sunita Sen,worksOn,draft ~200-word event description for institutional cross-listing,Sunita to draft ~200-word event description for institutional cross-listing by 18 September.,Person,Task,Qwen32b
e914,Sunita Sen,attends,brief follow-up call,"Next group check-in: brief follow-up call to be scheduled for 21 September, 16:00–16:45 IST (pending confirmation).",Person,Meeting,Qwen32b
e914,Dr. Ananya Chatterjee,attends,brief follow-up call,"Next group check-in: brief follow-up call to be scheduled for 21 September, 16:00–16:45 IST (pending confirmation).",Person,Meeting,Qwen32b
e914,Prof. Ramesh Bhatia,attends,brief follow-up call,"Next group check-in: brief follow-up call to be scheduled for 21 September, 16:00–16:45 IST (pending confirmation).",Person,Meeting,Qwen32b
e914,Dr. Michael Bradley,attends,brief follow-up call,"Next group check-in: brief follow-up call to be scheduled for 21 September, 16:00–16:45 IST (pending confirmation).",Person,Meeting,Qwen32b
e914,Sunita Sen,attends,seminar session,"Preferred session slot: consensus for 20 September, 18:00–20:00 IST (07:30–09:30 PDT, 14:30–16:30 BST).",Person,Meeting,Qwen32b
e914,Dr. Ananya Chatterjee,attends,seminar session,"Preferred session slot: consensus for 20 September, 18:00–20:00 IST (07:30–09:30 PDT, 14:30–16:30 BST).",Person,Meeting,Qwen32b
e914,Prof. Ramesh Bhatia,attends,seminar session,"Preferred session slot: consensus for 20 September, 18:00–20:00 IST (07:30–09:30 PDT, 14:30–16:30 BST).",Person,Meeting,Qwen32b
