email_id,subject_label,predicate,object_label,evidence_sentence,full_email_context,subject_type,object_type
e308,Sunita Sen,worksOn,compliance and embargo policy,Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Prof. Ramesh Bhatia,worksOn,compliance and embargo policy,Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Dr. Ananya Chatterjee,worksOn,compliance and embargo policy,Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Prof. Ramesh Bhatia,worksOn,policy review,Ramesh: Policy review by 15 October and confirmation on embargo note.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Sunita Sen,worksOn,update respective sections on Overleaf,Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Dr. Michael Bradley,worksOn,update respective sections on Overleaf,Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Dr. Ananya Chatterjee,worksOn,update respective sections on Overleaf,Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Prof. Ramesh Bhatia,worksOn,update respective sections on Overleaf,Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Sunita Sen,worksOn,revise embargo note,Sunita: Revise embargo note pending Ramesh’s feedback.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Dr. Ananya Chatterjee,worksOn,prepare evaluation metrics narrative,Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e308,Dr. Ananya Chatterjee,worksOn,annotate dual-archiving protocols on Overleaf,Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.,"Thread ID: QI48SN Mail ID: MAIL97FQPJ2X Date: 30th May 2021 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Minutes and Action Points: 12 October Coordination Zoom Meeting  Dear Sunita, Michael, and Ananya,  Thank you all for making yesterday’s Zoom coordination so productive. I am summarizing the meeting minutes and distributing action items below for group reference:  **Attendees:**   - Dr. Michael Bradley (Stanford)   - Dr. Ananya Chatterjee (Oxford)   - Sunita Sen (IACS)   - Prof. Ramesh Bhatia (IACS)  **Meeting Summary & Key Decisions:**   1. **Evaluation Metrics Finalization:**      We reached consensus on a hybrid evaluation approach, integrating F1 and precision/recall-based metrics for annotated corpora alongside qualitative expert reviews specifically focused on historically ambiguous language. Ananya will draft the narrative harmonizing these justifications with ACL resource track guidelines.  2. **Author Order and Funding Statement:**      The proposed author order—Sunita (lead), Michael, Ananya, Ramesh (last)—was confirmed. Michael will coordinate with Sunita to finalize the funding acknowledgment, reflecting all contributing grants (IACS, Stanford, Oxford DH Centre).  3. **Compliance & Embargo Policy:**      Sunita’s supplementary note outlining the IACS embargo and release process was accepted pending Ramesh’s review for policy conformance. Ananya agreed to add a comparative note referencing UKRI and Stanford protocols to reinforce our global compliance narrative.  4. **Timeline Revision:**      A revised internal milestone was set: full manuscript draft by 27 October, followed by a 3-day circulation for internal review and compliance checks, targeting ACL submission by 4 November.  5. **Outstanding Issues:**      - Resolution of reviewer access to embargoed datasets, including possible generation of synthetic “preview samples.”      - Coordination of Overleaf comments for outstanding references and section assignments.  **Action Items:**   - Sunita: Revise embargo note pending Ramesh’s feedback.   - Ananya: Prepare evaluation metrics narrative; annotate dual-archiving protocols on Overleaf.   - Michael: Complete funding and acknowledgments section; cross-review Impact/Related Work for dual-publishing synthesis.   - Ramesh: Policy review by 15 October and confirmation on embargo note.  Thank you again for your collaboration, expert insights, and steadfast commitment to cross-institutional best practices. Please update your respective sections on Overleaf by 18 October so we remain on track for our internal deadline.  Best regards,  Ramesh Bhatia   Professor, Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
