email_id,subject_label,predicate,object_label,evidence_sentence,subject_type,object_type,source_type
e207,SUB-JOCCH-2020-0047,movesTo,Unknown Status,I have carefully reviewed the editorial decision email on SUB-JOCCH-2020-0047 and summarized the main revision requests outlined by the reviewers.,SubmissionID,PaperStatus,GptOss
e207,Sunita Sen,worksOn,Domain Shift Analysis,"I will prepare an expanded section on the transferability limits, focusing on the observed behaviors as the model is applied across Gujarati and French datasets.",Person,Task,GptOss
e207,Sunita Sen,worksOn,Editing and Table Integration,"I will revise Section 2.2 to ensure clarity and brevity as suggested, and draft a new summary table mapping error types to privacy-preservation strategies.",Person,Task,GptOss
e207,Dr. Michael Bradley,worksOn,Domain Shift Analysis,"Michael, could you help review the statistical framing and ensure consistency with our earlier cross-validation setup?",Person,Task,GptOss
e207,Prof. Ramesh Bhatia,worksOn,Ethical Data Sourcing & Compliance,"Ramesh, would you be able to review and expand our text regarding local regulatory compliance and anonymization, particularly to address the new recommendation for explicit mention of regional data governance protocols?",Person,Task,GptOss
e207,Dr. Ananya Chatterjee,worksOn,Code Anchor System Methodology,"Ananya, since you coordinated the integration of the cell anchors, would you be able to draft a short methods subsection highlighting how the anchor system enhances transparency and reviewer navigation?",Person,Task,GptOss
e207,cell anchor system,usedFor,Code Anchor System Methodology,"Ananya, since you coordinated the integration of the cell anchors, would you be able to draft a short methods subsection highlighting how the anchor system enhances transparency and reviewer navigation?",Method,Task,GptOss
e207,Sunita Sen,attends,check-in call to review progress,I suggest we schedule a check-in call during the week of 8 February to review progress and resolve any overlapping issues,Person,Meeting,GptOss
e207,Prof. Ramesh Bhatia,attends,check-in call to review progress,I suggest we schedule a check-in call during the week of 8 February to review progress and resolve any overlapping issues,Person,Meeting,GptOss
e207,Dr. Michael Bradley,attends,check-in call to review progress,I suggest we schedule a check-in call during the week of 8 February to review progress and resolve any overlapping issues,Person,Meeting,GptOss
e207,Dr. Ananya Chatterjee,attends,check-in call to review progress,I suggest we schedule a check-in call during the week of 8 February to review progress and resolve any overlapping issues,Person,Meeting,GptOss
e219,Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data,hasAuthor,Prof. Ramesh Bhatia,"All of your individual efforts—Ananya’s cross-consistency pass, Michael’s supplementary validation, and Sunita’s integration and final packaging—were crucial in reaching this milestone",Paper,Person,GptOss
e219,Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data,hasAuthor,Sunita Sen,"All of your individual efforts—Ananya’s cross-consistency pass, Michael’s supplementary validation, and Sunita’s integration and final packaging—were crucial in reaching this milestone",Paper,Person,GptOss
e219,Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data,hasAuthor,Dr. Ananya Chatterjee,"All of your individual efforts—Ananya’s cross-consistency pass, Michael’s supplementary validation, and Sunita’s integration and final packaging—were crucial in reaching this milestone",Paper,Person,GptOss
e219,Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data,hasAuthor,Dr. Michael Bradley,"All of your individual efforts—Ananya’s cross-consistency pass, Michael’s supplementary validation, and Sunita’s integration and final packaging—were crucial in reaching this milestone",Paper,Person,GptOss
e219,SUB-JOCCH-2020-0047,identifies,Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data,our revised manuscript entitled “Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data” was submitted to the ACM Journal on Computing and Cultural Heritage.,SubmissionID,Paper,GptOss
e219,SUB-JOCCH-2020-0047,inVenue,ACM Journal on Computing and Cultural Heritage,our revised manuscript entitled “Domain Transfer Limits and Anchor-Based Reviewer Navigation for NLP on Historical Data” was submitted to the ACM Journal on Computing and Cultural Heritage.,SubmissionID,Journal,GptOss
e219,Dr. Ananya Chatterjee,worksOn,cross-consistency pass,Ananya’s cross-consistency pass,Person,Task,GptOss
e219,Dr. Michael Bradley,worksOn,supplementary validation,Michael’s supplementary validation,Person,Task,GptOss
e219,Sunita Sen,worksOn,integration and final packaging,Sunita’s integration and final packaging,Person,Task,GptOss
e166,proposed JOCCH article,hasAuthor,Dr. Michael Bradley,"Dear Ananya, Sunita, and Ramesh,",Paper,Person,GptOss
e166,proposed JOCCH article,hasAuthor,Dr. Ananya Chatterjee,"Dear Ananya, Sunita, and Ramesh,",Paper,Person,GptOss
e166,proposed JOCCH article,hasAuthor,Sunita Sen,"Dear Ananya, Sunita, and Ramesh,",Paper,Person,GptOss
e166,proposed JOCCH article,hasAuthor,Prof. Ramesh Bhatia,"Dear Ananya, Sunita, and Ramesh,",Paper,Person,GptOss
e166,Dr. Michael Bradley,worksWith,normalization methodology,I agree that the normalization methodology and the reproducibility framework deserve particular emphasis,Person,Method,GptOss
e166,Dr. Michael Bradley,worksWith,reproducibility framework,I agree that the normalization methodology and the reproducibility framework deserve particular emphasis,Person,Method,GptOss
e166,Sunita Sen,worksWith,annotation templates,I will work with Sunita to review our scripts and annotation templates within the next week,Person,Method,GptOss
e166,Dr. Michael Bradley,worksOn,writing assignments,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Task,GptOss
e166,Dr. Michael Bradley,worksOn,submission logistics,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Task,GptOss
e166,Dr. Michael Bradley,worksOn,evaluation metrics for normalization,"I recommend a short discussion of evaluation metrics for normalization—perhaps we can briefly report on token-level accuracy, edit distance, and inter-annotator agreement metrics",Person,Task,GptOss
e166,normalization methodology,usedFor,normalization,I agree that the normalization methodology and the reproducibility framework deserve particular emphasis,Method,Task,GptOss
e166,reproducibility framework,usedFor,normalization,I agree that the normalization methodology and the reproducibility framework deserve particular emphasis,Method,Task,GptOss
e166,token-level accuracy,evaluates,normalization,"I recommend a short discussion of evaluation metrics for normalization—perhaps we can briefly report on token-level accuracy, edit distance, and inter-annotator agreement metrics",Metric,Task,GptOss
e166,edit distance,evaluates,normalization,"I recommend a short discussion of evaluation metrics for normalization—perhaps we can briefly report on token-level accuracy, edit distance, and inter-annotator agreement metrics",Metric,Task,GptOss
e166,inter-annotator agreement metrics,evaluates,normalization,"I recommend a short discussion of evaluation metrics for normalization—perhaps we can briefly report on token-level accuracy, edit distance, and inter-annotator agreement metrics",Metric,Task,GptOss
e166,Dr. Michael Bradley,attends,establish writing assignments and clarify submission logistics,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Meeting,GptOss
e166,Dr. Ananya Chatterjee,attends,establish writing assignments and clarify submission logistics,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Meeting,GptOss
e166,Sunita Sen,attends,establish writing assignments and clarify submission logistics,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Meeting,GptOss
e166,Prof. Ramesh Bhatia,attends,establish writing assignments and clarify submission logistics,A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics,Person,Meeting,GptOss
e580,Dr. Michael Bradley,attends,finalize Q&A strategy and confirm moderation roles,"If agreeable, could we schedule a brief virtual huddle at 18:00 BST / 22:30 IST / 10:00 PDT on 28 May (tomorrow)?",Person,Meeting,GptOss
e580,Sunita Sen,attends,finalize Q&A strategy and confirm moderation roles,"If agreeable, could we schedule a brief virtual huddle at 18:00 BST / 22:30 IST / 10:00 PDT on 28 May (tomorrow)?",Person,Meeting,GptOss
e580,Prof. Ramesh Bhatia,attends,finalize Q&A strategy and confirm moderation roles,"If agreeable, could we schedule a brief virtual huddle at 18:00 BST / 22:30 IST / 10:00 PDT on 28 May (tomorrow)?",Person,Meeting,GptOss
e580,Dr. Ananya Chatterjee,attends,finalize Q&A strategy and confirm moderation roles,"If agreeable, could we schedule a brief virtual huddle at 18:00 BST / 22:30 IST / 10:0 PDT on 28 May (tomorrow)?",Person,Meeting,GptOss
e580,"""Pre-Event_Comm_2022/Responses""",usedFor,monitor participant responses post-dissemination,entries in the “Pre-Event_Comm_2022/Responses” log and appreciate the systematic approach to tracking early queries.,Dataset,Task,GptOss
e580,"""Pre-Event_Comm_2022/Responses""",usedFor,Q&A strategy and response template drafting,distill key concerns from this log by tomorrow afternoon and collaboratively draft succinct response templates.,Dataset,Task,GptOss
e580,Sunita Sen,worksOn,monitor participant responses post-dissemination,"Sunita, for your prompt follow‑up and for taking the lead on monitoring participant responses post‑dissemination of the pre‑event communication.",Person,Task,GptOss
e580,Dr. Michael Bradley,worksOn,monitor participant responses post-dissemination,"Sunita, for your prompt follow‑up and for taking the lead on monitoring participant responses post‑dissemination of the pre‑event communication.",Person,Task,GptOss
e580,Dr. Michael Bradley,worksOn,group related questions and highlight follow‑up needs,I am willing to take the first pass at grouping related questions and highlighting any that may require tailored follow‑up.,Person,Task,GptOss
e320,Deploying Synthetic Preview and Embargo Protocols for Multilingual Historical NLP Resources,hasAuthor,Sunita Sen,"Dear Sunita Sen and Co-authors,",Paper,Person,GptOss
e320,SUB-ACL-2021-0842,identifies,Deploying Synthetic Preview and Embargo Protocols for Multilingual Historical NLP Resources,Submission ID: SUB-ACL-2021-0842,SubmissionID,Paper,GptOss
e320,SUB-ACL-2021-0842,inVenue,ACL 2021 Resource Track,your submission has been accepted for presentation at the ACL 2021 Resource Track,SubmissionID,Conference,GptOss
e320,SUB-ACL-2021-0842,movesTo,Unknown Status,your submission has been accepted for presentation at the ACL 2021 Resource Track,SubmissionID,PaperStatus,GptOss
e320,reproducibility framework,uses,sensitive historical data,reproducibility framework and synthetic sample protocols for sensitive historical data,Method,Dataset,GptOss
e320,synthetic sample protocols,uses,sensitive historical data,reproducibility framework and synthetic sample protocols for sensitive historical data,Method,Dataset,GptOss
e869,ACL2024 paper,hasAuthor,Dr. Michael Bradley,reaching this significant milestone with our ACL2024 paper!,Paper,Person,GptOss
e869,ACL2024 paper,hasAuthor,Sunita Sen,reaching this significant milestone with our ACL2024 paper!,Paper,Person,GptOss
e869,ACL2024 paper,hasAuthor,Prof. Ramesh Bhatia,reaching this significant milestone with our ACL2024 paper!,Paper,Person,GptOss
e869,ACL2024 paper,hasAuthor,Dr. Ananya Chatterjee,reaching this significant milestone with our ACL2024 paper!,Paper,Person,GptOss
e869,Dr. Michael Bradley,worksWith,annotation guidelines,elaborating on our annotation guidelines,Person,Method,GptOss
e869,Dr. Michael Bradley,worksWith,historic language normalization pipeline,historic language normalization pipeline,Person,Method,GptOss
e869,"- Journal extension structure & division of new writing tasks
- Dataset/resource paper logistics and timeline
- Outreach to the broader historical NLP community
- Preliminary organization of our upcoming ACL2024 presentation",attends,Dr. Michael Bradley,"I propose we convene on Thursday, 24 April, at 16:00 GMT.",Meeting,Person,GptOss
e869,"- Journal extension structure & division of new writing tasks
- Dataset/resource paper logistics and timeline
- Outreach to the broader historical NLP community
- Preliminary organization of our upcoming ACL2024 presentation",attends,Sunita Sen,"I propose we convene on Thursday, 24 April, at 16:00 GMT.",Meeting,Person,GptOss
e869,"- Journal extension structure & division of new writing tasks
- Dataset/resource paper logistics and timeline
- Outreach to the broader historical NLP community
- Preliminary organization of our upcoming ACL2024 presentation",attends,Prof. Ramesh Bhatia,"I propose we convene on Thursday, 24 April, at 16:0 GMT.",Meeting,Person,GptOss
e869,"- Journal extension structure & division of new writing tasks
- Dataset/resource paper logistics and timeline
- Outreach to the broader historical NLP community
- Preliminary organization of our upcoming ACL2024 presentation",attends,Dr. Ananya Chatterjee,"I propose we convene on Thursday, 24 April, at 16:00 GMT.",Meeting,Person,GptOss
e498,JCDL 2022 press release,hasAuthor,Laura Jenkins,"Ms. Laura Jenkins, our Media Relations Officer, has written this afternoon to confirm that the document—after a minor compliance review—fully meets Oxford’s standards for legal, factual, and partnership attribution.",Paper,Person,GptOss
e498,Dr. Ananya Chatterjee,attends,finalize announcement date,"Let’s schedule a brief (max. 20-minute) Google Meet or Zoom call tomorrow to finalize the announcement date, ensuring seamless coordination across international time zones and media teams.",Person,Meeting,GptOss
e498,Sunita Sen,attends,finalize announcement date,"Let’s schedule a brief (max. 20-minute) Google Meet or Zoom call tomorrow to finalize the announcement date, ensuring seamless coordination across international time zones and media teams.",Person,Meeting,GptOss
e498,Prof. Ramesh Bhatia,attends,finalize announcement date,"Let’s schedule a brief (max. 20-minute) Google Meet or Zoom call tomorrow to finalize the announcement date, ensuring seamless coordination across international time zones and media teams.",Person,Meeting,GptOss
e498,Dr. Michael Bradley,attends,finalize announcement date,"Let’s schedule a brief (max. 20-minute) Google Meet or Zoom call tomorrow to finalize the announcement date, ensuring seamless coordination across international time zones and media teams.",Person,Meeting,GptOss
e512,NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,hasAuthor,Sunita Sen,"the JCDL 2022 program newsletter featuring your project, “NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,” has now been officially published and distributed to our international subscriber base.",Paper,Person,GptOss
e512,NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,hasAuthor,Dr. Ananya Chatterjee,"the JCDL 2022 program newsletter featuring your project, “NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,” has now been officially published and distributed to our international subscriber base.",Paper,Person,GptOss
e512,NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,hasAuthor,Dr. Michael Bradley,"the JCDL 2022 program newsletter featuring your project, “NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,” has now been officially published and distributed to our international subscriber base.",Paper,Person,GptOss
e512,NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,hasAuthor,Prof. Ramesh Bhatia,"the JCDL 2022 program newsletter featuring your project, “NLP Innovations for Historical Texts: Multilingual Heritage Preservation across Continents,” has now been officially published and distributed to our international subscriber base.",Paper,Person,GptOss
e423,JOCCH manuscript,hasAuthor,Dr. Michael Bradley,"Michael, you may now finalize the integrated package, and all team members should verify updated README and licensing statements in the latest commit.",Paper,Person,GptOss
e423,JOCCH manuscript,hasAuthor,Dr. Ananya Chatterjee,"Michael, you may now finalize the integrated package, and all team members should verify updated README and licensing statements in the latest commit.",Paper,Person,GptOss
e423,JOCCH manuscript,hasAuthor,Sunita Sen,"Michael, you may now finalize the integrated package, and all team members should verify updated README and licensing statements in the latest commit.",Paper,Person,GptOss
e423,JOCCH manuscript,hasAuthor,Prof. Ramesh Bhatia,"Michael, you may now finalize the integrated package, and all team members should verify updated README and licensing statements in the latest commit.",Paper,Person,GptOss
e423,Dr. Michael Bradley,worksWith,processed historical corpus,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Dr. Ananya Chatterjee,worksWith,processed historical corpus,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Sunita Sen,worksWith,processed historical corpus,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Prof. Ramesh Bhatia,worksWith,processed historical corpus,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Dr. Michael Bradley,worksWith,annotation protocols,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Dr. Ananya Chatterjee,worksWith,annotation protocols,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Sunita Sen,worksWith,annotation protocols,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Prof. Ramesh Bhatia,worksWith,annotation protocols,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Dr. Michael Bradley,worksWith,supplementary case study vignettes,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Dr. Ananya Chatterjee,worksWith,supplementary case study vignettes,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Sunita Sen,worksWith,supplementary case study vignettes,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e423,Prof. Ramesh Bhatia,worksWith,supplementary case study vignettes,"our annotation protocols, supplementary case study vignettes, and the processed historical corpus",Person,Dataset,GptOss
e680,Dr. Ananya Chatterjee,attends,JCDL 2023,Looking forward to seeing everyone’s presentation ideas and collaborating further as we prepare for the London event.,Person,Conference,GptOss
e680,Sunita Sen,attends,JCDL 2023,Looking forward to seeing everyone’s presentation ideas and collaborating further as we prepare for the London event.,Person,Conference,GptOss
e680,Prof. Ramesh Bhatia,attends,JCDL 2023,Looking forward to seeing everyone’s presentation ideas and collaborating further as we prepare for the London event.,Person,Conference,GptOss
e680,Dr. Michael Bradley,attends,JCDL 2023,Looking forward to seeing everyone’s presentation ideas and collaborating further as we prepare for the London event.,Person,Conference,GptOss
e680,Dr. Ananya Chatterjee,worksOn,dissemination strategy for the conference,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Sunita Sen,worksOn,dissemination strategy for the conference,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Prof. Ramesh Bhatia,worksOn,dissemination strategy for the conference,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Dr. Michael Bradley,worksOn,dissemination strategy for the conference,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Dr. Ananya Chatterjee,worksOn,report back to the Proceedings Committee,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Sunita Sen,worksOn,report back to the Proceedings Committee,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Prof. Ramesh Bhatia,worksOn,report back to the Proceedings Committee,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e680,Dr. Michael Bradley,worksOn,report back to the Proceedings Committee,"Once we are all set, we can confidently report back to the Proceedings Committee and begin focusing on our dissemination strategy for the conference.",Person,Task,GptOss
e109,NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers,hasAuthor,Prof. Ramesh Bhatia,"Dear Prof. Bhatia, Ms. Sen, Dr. Bradley, and Dr. Chatterjee,",Paper,Person,GptOss
e109,NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers,hasAuthor,Sunita Sen,"Dear Prof. Bhatia, Ms. Sen, Dr. Bradley, and Dr. Chatterjee,",Paper,Person,GptOss
e109,NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers,hasAuthor,Dr. Michael Bradley,"Dear Prof. Bhatia, Ms. Sen, Dr. Bradley, and Dr. Chatterjee,",Paper,Person,GptOss
e109,NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers,hasAuthor,Dr. Ananya Chatterjee,"Dear Prof. Bhatia, Ms. Sen, Dr. Bradley, and Dr. Chatterjee,",Paper,Person,GptOss
e109,SUB-JOCCH-2019-0187,identifies,NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers,under Submission ID: SUB-JOCCH-2019-0187.,SubmissionID,Paper,GptOss
e109,SUB-JOCCH-2019-0187,inVenue,ACM Journal on Computing and Cultural Heritage (JOCCH),"submitted to the ACM Journal on Computing and Cultural Heritage (JOCCH), under Submission ID: SUB-JOCCH-2019-0187.",SubmissionID,Journal,GptOss
e70,A Harmonized NLP Dataset and Documentation Protocol for OCR’d Historical Texts,hasAuthor,Sunita Sen,"Dear Ms. Sen and co-authors,",Paper,Person,GptOss
e70,SUB-JOCCH-2019-0187,identifies,A Harmonized NLP Dataset and Documentation Protocol for OCR’d Historical Texts,"Submission ID: SUB-JOCCH-2019-0187, “A Harmonized NLP Dataset and Documentation Protocol for OCR’d Historical Texts”",SubmissionID,Paper,GptOss
e70,SUB-JOCCH-2019-0187,inVenue,ACM Journal on Computing and Cultural Heritage,submitted to the ACM Journal on Computing and Cultural Heritage.,SubmissionID,Journal,GptOss
e70,SUB-JOCCH-2019-0187,movesTo,Unknown Status,"Your manuscript has been forwarded to the assigned Associate Editor, who will oversee the peer review process.",SubmissionID,PaperStatus,GptOss
e55,Sunita Sen,worksOn,prepare first draft of digital poster,prepare the first draft of the digital poster,Person,Task,GptOss
e55,Sunita Sen,worksOn,compile descriptive statistics and example cases from annotated OCR error corpus for dataset documentation,compile relevant descriptive statistics and example cases from our annotated OCR error corpus to include in the dataset documentation,Person,Task,GptOss
e55,Dr. Ananya Chatterjee,worksOn,prepare first draft of digital poster,coordinate closely with Ananya to prepare the first draft of the digital poster,Person,Task,GptOss
e55,Dr. Michael Bradley,worksOn,adapt codebase for annotator disagreement analysis,adapt the codebase for annotator disagreement analysis,Person,Task,GptOss
e55,Dr. Michael Bradley,worksOn,run scripts on extended multilingual data splits,running them on the extended multilingual data splits,Person,Task,GptOss
e55,Prof. Ramesh Bhatia,worksOn,review institutional requirements for dataset clearance,reviewing the institutional requirements for dataset clearance,Person,Task,GptOss
e55,Prof. Ramesh Bhatia,worksOn,map out process with Michael and Bhatia,mapped out the process with Michael,Person,Task,GptOss
e55,Sunita Sen,worksOn,"flag logistical issues or additional tasks related to poster preparation, dataset release, supplementary analyses","flag any logistical issues or additional tasks related to poster preparation, dataset release, or supplementary analyses",Person,Task,GptOss
e55,annotated OCR error corpus,usedFor,compile descriptive statistics and example cases from annotated OCR error corpus for dataset documentation,compile relevant descriptive statistics and example cases from our annotated OCR error corpus to include in the dataset documentation,Dataset,Task,GptOss
e55,annotated OCR error corpus,usedFor,create seminar poster visualizations using dataset documentation,include in the dataset documentation and for use in the seminar poster visualizations,Dataset,Task,GptOss
e55,Annotator Disagreement Analysis,usedFor,run scripts on extended multilingual data splits,running them on the extended multilingual data splits,Method,Task,GptOss
e55,Annotator Disagreement Analysis,uses,extended multilingual data splits,running them on the extended multilingual data splits,Method,Dataset,GptOss
e159,Dr. Michael Bradley,attends,pre-session sound check and tutorial session,Please join the official Zoom session (link provided by the committee) no later than 13:15 UTC for the pre-session sound check with the conference technician.,Person,Meeting,GptOss
e159,Dr. Ananya Chatterjee,attends,pre-session sound check and tutorial session,Please join the official Zoom session (link provided by the committee) no later than 13:15 UTC for the pre-session sound check with the conference technician.,Person,Meeting,GptOss
e159,Sunita Sen,attends,pre-session sound check and tutorial session,Please join the official Zoom session (link provided by the committee) no later than 13:15 UTC for the pre-session sound check with the conference technician.,Person,Meeting,GptOss
e159,Prof. Ramesh Bhatia,attends,pre-session sound check and tutorial session,Please join the official Zoom session (link provided by the committee) no later than 13:15 UTC for the pre-session sound check with the conference technician.,Person,Meeting,GptOss
e159,Dr. Michael Bradley,attends,JCDL 2020,our JCDL 2020 tutorial,Person,Conference,GptOss
e159,Dr. Ananya Chatterjee,attends,JCDL 2020,our JCDL 2020 tutorial,Person,Conference,GptOss
e159,Sunita Sen,attends,JCDL 2020,our JCDL 2020 tutorial,Person,Conference,GptOss
e159,Prof. Ramesh Bhatia,attends,JCDL 2020,our JCDL 2020 tutorial,Person,Conference,GptOss
e231,Final Revision Package,hasAuthor,Sunita Sen,"Dear Ananya, Michael, and Ramesh,",Paper,Person,GptOss
e231,Final Revision Package,hasAuthor,Dr. Ananya Chatterjee,"Dear Ananya, Michael, and Ramesh,",Paper,Person,GptOss
e231,Final Revision Package,hasAuthor,Dr. Michael Bradley,"Dear Ananya, Michael, and Ramesh,",Paper,Person,GptOss
e231,Final Revision Package,hasAuthor,Prof. Ramesh Bhatia,"Dear Ananya, Michael, and Ramesh,",Paper,Person,GptOss
e231,Dr. Ananya Chatterjee,worksOn,Finalizing ScholarOne upload,"Ananya, once all confirmations are received, please proceed with finalizing the ScholarOne upload",Person,Task,GptOss
e231,Sunita Sen,attends,internal review session,As we approach our internal review session on 7 April,Person,Meeting,GptOss
e231,Dr. Ananya Chatterjee,attends,internal review session,As we approach our internal review session on 7 April,Person,Meeting,GptOss
e231,Dr. Michael Bradley,attends,internal review session,As we approach our internal review session on 7 April,Person,Meeting,GptOss
e231,Prof. Ramesh Bhatia,attends,internal review session,As we approach our internal review session on 7 April,Person,Meeting,GptOss
e873,Extended Paper,hasAuthor,Sunita Sen,"Sunita, your initiative in assembling the annotation logs and metadata is much appreciated and will form a solid foundation for both the extended paper and the resource publication.",Paper,Person,GptOss
e873,Extended Paper,hasAuthor,Prof. Ramesh Bhatia,"Sunita, your initiative in assembling the annotation logs and metadata is much appreciated and will form a solid foundation for both the extended paper and the resource publication.",Paper,Person,GptOss
e873,Extended Paper,hasAuthor,Dr. Ananya Chatterjee,"Sunita, your initiative in assembling the annotation logs and metadata is much appreciated and will form a solid foundation for both the extended paper and the resource publication.",Paper,Person,GptOss
e873,Dataset/Resource Paper,hasAuthor,Sunita Sen,"Sunita, your initiative in assembling the annotation logs and metadata is much appreciated and will form a solid foundation for both the extended paper and the resource publication.",Paper,Person,GptOss
